Year,Origin,ISO,Destination,Asylum ,Returned,ReturnedIDPss,Resettlement,Naturalisation
2017,Rwanda,RWA,United States of America,USA,-,-,74,-
2017,El Salvador,SLV,Australia,AUS,-,-,31,-
2017,El Salvador,SLV,Canada,CAN,-,-,24,38
2017,El Salvador,SLV,Uruguay,URY,-,-,16,-
2017,El Salvador,SLV,United States of America,USA,-,-,833,-
2017,Saudi Arabia,SAU,Australia,AUS,-,-,12,-
2017,Saudi Arabia,SAU,Canada,CAN,-,-,5,27
2017,Saudi Arabia,SAU,Sweden,SWE,-,-,5,-
2017,Senegal,SEN,Canada,CAN,-,-,10,6
2017,Senegal,SEN,United States of America,USA,-,-,10,-
2017,Sierra Leone,SLE,United States of America,USA,-,-,5,-
2017,Somalia,SOM,Australia,AUS,-,-,115,-
2017,Somalia,SOM,Canada,CAN,-,-,826,495
2017,Somalia,SOM,Finland,FIN,-,-,8,-
2017,Somalia,SOM,United Kingdom of Great Britain and Northern Ireland,GBR,-,-,272,-
2017,Somalia,SOM,Germany,DEU,-,-,8,-
2017,Somalia,SOM,Norway,NOR,-,-,13,-
2017,Somalia,SOM,New Zealand,NZL,-,-,14,-
2017,Somalia,SOM,Sweden,SWE,-,-,92,-
2017,Somalia,SOM,United States of America,USA,-,-,2770,-
2017,Viet Nam,VNM,Canada,CAN,-,-,30,19
2017,Viet Nam,VNM,United States of America,USA,-,-,52,-
2017,South Sudan,SSD,Australia,AUS,-,-,161,-
2017,South Sudan,SSD,Canada,CAN,-,-,82,5
2017,South Sudan,SSD,France,FRA,-,-,9,-
2017,South Sudan,SSD,United Kingdom of Great Britain and Northern Ireland,GBR,-,-,36,-
2017,South Sudan,SSD,Germany,DEU,-,-,14,-
2017,South Sudan,SSD,New Zealand,NZL,-,-,9,-
2017,South Sudan,SSD,Sweden,SWE,-,-,25,-
2017,South Sudan,SSD,United States of America,USA,-,-,107,-
2017,Stateless,XXA,Canada,CAN,-,-,270,-
2017,Stateless,XXA,United Kingdom of Great Britain and Northern Ireland,GBR,-,-,5,-
2017,Stateless,XXA,Norway,NOR,-,-,12,-
2017,Stateless,XXA,Sweden,SWE,-,-,107,-
2017,Sudan,SDN,Australia,AUS,-,-,194,-
2017,Sudan,SDN,Canada,CAN,-,-,139,201
2017,Sudan,SDN,Finland,FIN,-,-,8,-
2017,Sudan,SDN,France,FRA,-,-,25,85
2017,Sudan,SDN,United Kingdom of Great Britain and Northern Ireland,GBR,-,-,282,-
2017,Sudan,SDN,Germany,DEU,-,-,117,-
2017,Sudan,SDN,Norway,NOR,-,-,10,-
2017,Sudan,SDN,New Zealand,NZL,-,-,5,-
2017,Sudan,SDN,Portugal,PRT,-,-,5,-
2017,Sudan,SDN,Sweden,SWE,-,-,56,-
2017,Sudan,SDN,United States of America,USA,-,-,652,-
2017,Syrian Arab Rep.,SYR,Australia,AUS,-,-,3656,-
2017,Syrian Arab Rep.,SYR,Austria,AUT,-,-,381,-
2017,Syrian Arab Rep.,SYR,Belgium,BEL,-,-,1191,39
2017,Syrian Arab Rep.,SYR,Canada,CAN,-,-,11042,74
2017,Syrian Arab Rep.,SYR,Chile,CHL,-,-,66,-
2017,Syrian Arab Rep.,SYR,Denmark,DNK,-,-,5,-
2017,Syrian Arab Rep.,SYR,Estonia,EST,-,-,19,-
2017,Syrian Arab Rep.,SYR,Finland,FIN,-,-,972,-
2017,Syrian Arab Rep.,SYR,France,FRA,-,-,2279,110
2017,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,-,-,4850,-
2017,Syrian Arab Rep.,SYR,Germany,DEU,-,-,2830,-
2017,Syrian Arab Rep.,SYR,Croatia,HRV,-,-,40,-
2017,Syrian Arab Rep.,SYR,Iceland,ISL,-,-,48,-
2017,Syrian Arab Rep.,SYR,Ireland,IRL,-,-,261,11
2017,Syrian Arab Rep.,SYR,Italy,ITA,-,-,832,-
2017,Syrian Arab Rep.,SYR,Lithuania,LTU,-,-,57,-
2017,Syrian Arab Rep.,SYR,Luxembourg,LUX,-,-,177,-
2017,Syrian Arab Rep.,SYR,Latvia,LVA,-,-,40,-
2017,Syrian Arab Rep.,SYR,Netherlands (Kingdom of the),NLD,-,-,2183,119
2017,Syrian Arab Rep.,SYR,Norway,NOR,-,-,2667,-
2017,Syrian Arab Rep.,SYR,New Zealand,NZL,-,-,313,-
2017,Syrian Arab Rep.,SYR,Portugal,PRT,-,-,30,-
2017,Syrian Arab Rep.,SYR,Romania,ROU,-,-,43,-
2017,Syrian Arab Rep.,SYR,Spain,ESP,-,-,1071,-
2017,Syrian Arab Rep.,SYR,Sweden,SWE,-,-,1574,-
2017,Syrian Arab Rep.,SYR,Switzerland,CHE,-,-,541,-
2017,Syrian Arab Rep.,SYR,United States of America,USA,-,-,3024,-
2017,United Rep. of Tanzania,TZA,Australia,AUS,-,-,20,-
2017,United Rep. of Tanzania,TZA,Canada,CAN,-,-,6,39
2017,Thailand,THA,Australia,AUS,-,-,409,-
2017,Thailand,THA,United States of America,USA,-,-,5,-
2017,Tibetan,TIB,Australia,AUS,-,-,20,-
2017,Türkiye,TUR,Australia,AUS,-,-,34,-
2017,Türkiye,TUR,Canada,CAN,-,-,8,69
2017,Türkiye,TUR,Finland,FIN,-,-,5,-
2017,Türkiye,TUR,France,FRA,-,-,10,62
2017,Türkiye,TUR,Sweden,SWE,-,-,9,-
2017,Türkiye,TUR,Switzerland,CHE,-,-,6,-
2017,United Arab Emirates,ARE,Australia,AUS,-,-,9,-
2017,Uganda,UGA,Australia,AUS,-,-,27,-
2017,Uganda,UGA,Canada,CAN,-,-,17,85
2017,Uganda,UGA,United States of America,USA,-,-,44,-
2017,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,-,-,5,-
2017,Unknown ,UNK,Malta,MLT,-,-,17,-
2017,Unknown ,UNK,Netherlands (Kingdom of the),NLD,-,-,65,948
2017,Unknown ,UNK,Switzerland,CHE,-,-,41,-
2017,Ukraine,UKR,United States of America,USA,-,-,3089,-
2017,United States of America,USA,Canada,CAN,-,-,13,200
2017,Uzbekistan,UZB,United States of America,USA,-,-,39,-
2017,Yemen,YEM,Canada,CAN,-,-,7,18
2017,Yemen,YEM,United Kingdom of Great Britain and Northern Ireland,GBR,-,-,6,-
2017,Yemen,YEM,Sweden,SWE,-,-,5,-
2017,Yemen,YEM,United States of America,USA,-,-,17,-
2017,Zambia,ZMB,Australia,AUS,-,-,7,-
2017,Zimbabwe,ZWE,United States of America,USA,-,-,5,-
2017,Afghanistan,AFG,Belgium,BEL,-,-,-,207
2017,Afghanistan,AFG,Belarus,BLR,-,-,-,11
2017,Afghanistan,AFG,Bulgaria,BGR,-,-,-,29
2017,Afghanistan,AFG,France,FRA,-,-,-,92
2017,Afghanistan,AFG,Ireland,IRL,-,-,-,10
2017,Afghanistan,AFG,Kyrgyzstan,KGZ,-,-,-,15
2017,Afghanistan,AFG,Netherlands (Kingdom of the),NLD,-,-,-,655
2017,Afghanistan,AFG,Turkmenistan,TKM,-,-,-,5
2017,Albania,ALB,Belgium,BEL,-,-,-,30
2017,Albania,ALB,Canada,CAN,-,-,-,33
2017,Albania,ALB,France,FRA,-,-,-,25
2017,Algeria,DZA,Belgium,BEL,-,-,-,5
2017,Algeria,DZA,Bulgaria,BGR,-,-,-,5
2017,Algeria,DZA,Canada,CAN,-,-,-,8
2017,Algeria,DZA,France,FRA,-,-,-,65
2017,Angola,AGO,Belgium,BEL,-,-,-,7
2017,Angola,AGO,France,FRA,-,-,-,60
2017,Angola,AGO,Netherlands (Kingdom of the),NLD,-,-,-,23
2017,Egypt,EGY,France,FRA,-,-,-,29
2017,Egypt,EGY,Ireland,IRL,-,-,-,5
2017,Egypt,EGY,Netherlands (Kingdom of the),NLD,-,-,-,11
2017,Argentina,ARG,Canada,CAN,-,-,-,7
2017,Armenia,ARM,Belgium,BEL,-,-,-,16
2017,Armenia,ARM,Bulgaria,BGR,-,-,-,5
2017,Armenia,ARM,France,FRA,-,-,-,127
2017,Armenia,ARM,Netherlands (Kingdom of the),NLD,-,-,-,39
2017,Azerbaijan,AZE,Armenia,ARM,-,-,-,12
2017,Azerbaijan,AZE,Belgium,BEL,-,-,-,5
2017,Azerbaijan,AZE,Canada,CAN,-,-,-,12
2017,Azerbaijan,AZE,France,FRA,-,-,-,84
2017,Azerbaijan,AZE,Netherlands (Kingdom of the),NLD,-,-,-,21
2017,Barbados,BRB,Canada,CAN,-,-,-,5
2017,Burundi,BDI,Belgium,BEL,-,-,-,29
2017,Burundi,BDI,Burkina Faso,BFA,-,-,-,6
2017,Burundi,BDI,Netherlands (Kingdom of the),NLD,-,-,-,41
2017,Benin,BEN,Canada,CAN,-,-,-,8
2017,Bangladesh,BGD,Canada,CAN,-,-,-,49
2017,Bangladesh,BGD,France,FRA,-,-,-,132
2017,Bahamas,BHS,Canada,CAN,-,-,-,7
2017,Bhutan,BTN,Netherlands (Kingdom of the),NLD,-,-,-,41
2017,Burkina Faso,BFA,Belgium,BEL,-,-,-,8
2017,Burkina Faso,BFA,France,FRA,-,-,-,5
2017,Belarus,BLR,Canada,CAN,-,-,-,5
2017,Belarus,BLR,France,FRA,-,-,-,25
2017,Belarus,BLR,Netherlands (Kingdom of the),NLD,-,-,-,8
2017,Bolivia (Plurinational State of),BOL,Canada,CAN,-,-,-,5
2017,Botswana,BWA,Canada,CAN,-,-,-,28
2017,Bosnia and Herzegovina,BIH,Belgium,BEL,-,-,-,6
2017,Bosnia and Herzegovina,BIH,Canada,CAN,-,-,-,14
2017,Bosnia and Herzegovina,BIH,France,FRA,-,-,-,58
2017,Bosnia and Herzegovina,BIH,Netherlands (Kingdom of the),NLD,-,-,-,10
2017,Bulgaria,BGR,Canada,CAN,-,-,-,13
2017,Belize,BLZ,Canada,CAN,-,-,-,5
2017,Cambodia,KHM,France,FRA,-,-,-,98
2017,Cambodia,KHM,Netherlands (Kingdom of the),NLD,-,-,-,6
2017,Chad,TCD,Burkina Faso,BFA,-,-,-,7
2017,Chad,TCD,Canada,CAN,-,-,-,26
2017,Chad,TCD,France,FRA,-,-,-,47
2017,China,CHN,Belgium,BEL,-,-,-,115
2017,China,CHN,France,FRA,-,-,-,61
2017,China,CHN,Netherlands (Kingdom of the),NLD,-,-,-,72
2017,Chile,CHL,Belgium,BEL,-,-,-,5
2017,Chile,CHL,Canada,CAN,-,-,-,7
2017,Cameroon,CMR,Belgium,BEL,-,-,-,40
2017,Cameroon,CMR,France,FRA,-,-,-,40
2017,Cameroon,CMR,Netherlands (Kingdom of the),NLD,-,-,-,8
2017,Congo,COG,France,FRA,-,-,-,94
2017,Congo,COG,Netherlands (Kingdom of the),NLD,-,-,-,49
2017,Dem. Rep. of the Congo,COD,Canada,CAN,-,-,-,537
2017,Dem. Rep. of the Congo,COD,Ireland,IRL,-,-,-,5
2017,Dem. Rep. of the Congo,COD,Netherlands (Kingdom of the),NLD,-,-,-,6
2017,Comoros,COM,France,FRA,-,-,-,16
2017,Colombia,COL,Costa Rica,CRI,-,-,-,44
2017,Colombia,COL,France,FRA,-,-,-,14
2017,Colombia,COL,Netherlands (Kingdom of the),NLD,-,-,-,10
2017,Costa Rica,CRI,Canada,CAN,-,-,-,5
2017,Cuba,CUB,Canada,CAN,-,-,-,38
2017,Cuba,CUB,France,FRA,-,-,-,5
2017,Czechia,CZE,Canada,CAN,-,-,-,8
2017,Djibouti,DJI,Belgium,BEL,-,-,-,17
2017,Djibouti,DJI,Canada,CAN,-,-,-,22
2017,Djibouti,DJI,France,FRA,-,-,-,5
2017,Dominican Rep.,DOM,Canada,CAN,-,-,-,7
2017,Eritrea,ERI,Belgium,BEL,-,-,-,12
2017,Ethiopia,ETH,Belgium,BEL,-,-,-,5
2017,Ethiopia,ETH,Bulgaria,BGR,-,-,-,5
2017,Ethiopia,ETH,Ireland,IRL,-,-,-,5
2017,Ethiopia,ETH,Netherlands (Kingdom of the),NLD,-,-,-,74
2017,Fiji,FJI,Canada,CAN,-,-,-,5
2017,France,FRA,Canada,CAN,-,-,-,5
2017,Gabon,GAB,Canada,CAN,-,-,-,5
2017,Gambia,GMB,France,FRA,-,-,-,5
2017,Palestinian,PSE,Belgium,BEL,-,-,-,7
2017,Palestinian,PSE,Ireland,IRL,-,-,-,5
2017,United Kingdom of Great Britain and Northern Ireland,GBR,Canada,CAN,-,-,-,5
2017,Georgia,GEO,Belarus,BLR,-,-,-,5
2017,Georgia,GEO,Canada,CAN,-,-,-,23
2017,Georgia,GEO,France,FRA,-,-,-,38
2017,Germany,DEU,Canada,CAN,-,-,-,11
2017,Ghana,GHA,Canada,CAN,-,-,-,18
2017,Guinea-Bissau,GNB,France,FRA,-,-,-,13
2017,Greece,GRC,Canada,CAN,-,-,-,24
2017,Grenada,GRD,Canada,CAN,-,-,-,5
2017,Guatemala,GTM,Belgium,BEL,-,-,-,5
2017,Guatemala,GTM,France,FRA,-,-,-,5
2017,Guinea,GIN,Belgium,BEL,-,-,-,298
2017,Guinea,GIN,France,FRA,-,-,-,188
2017,Guinea,GIN,Netherlands (Kingdom of the),NLD,-,-,-,79
2017,Guyana,GUY,Canada,CAN,-,-,-,16
2017,Haiti,HTI,Canada,CAN,-,-,-,516
2017,Haiti,HTI,France,FRA,-,-,-,109
2017,Honduras,HND,Canada,CAN,-,-,-,25
2017,Croatia,HRV,Canada,CAN,-,-,-,7
2017,Hungary,HUN,Canada,CAN,-,-,-,15
2017,Cote d'Ivoire,CIV,Belgium,BEL,-,-,-,14
2017,Cote d'Ivoire,CIV,France,FRA,-,-,-,121
2017,Cote d'Ivoire,CIV,Netherlands (Kingdom of the),NLD,-,-,-,25
2017,India,IND,Belgium,BEL,-,-,-,5
2017,India,IND,Canada,CAN,-,-,-,137
2017,Indonesia,IDN,Canada,CAN,-,-,-,9
2017,Indonesia,IDN,Netherlands (Kingdom of the),NLD,-,-,-,5
2017,Iran (Islamic Rep. of),IRN,Belgium,BEL,-,-,-,54
2017,Iran (Islamic Rep. of),IRN,Bulgaria,BGR,-,-,-,7
2017,Iran (Islamic Rep. of),IRN,France,FRA,-,-,-,71
2017,Iran (Islamic Rep. of),IRN,Ireland,IRL,-,-,-,10
2017,Iran (Islamic Rep. of),IRN,Netherlands (Kingdom of the),NLD,-,-,-,437
2017,Iraq,IRQ,Belgium,BEL,-,-,-,228
2017,Iraq,IRQ,Bulgaria,BGR,-,-,-,81
2017,Jamaica,JAM,Canada,CAN,-,-,-,20
2017,Jamaica,JAM,Netherlands (Kingdom of the),NLD,-,-,-,6
2017,Jordan,JOR,Belgium,BEL,-,-,-,13
2017,Kazakhstan,KAZ,Canada,CAN,-,-,-,5
2017,Kazakhstan,KAZ,France,FRA,-,-,-,8
2017,Kyrgyzstan,KGZ,Belgium,BEL,-,-,-,5
2017,Kyrgyzstan,KGZ,France,FRA,-,-,-,8
2017,Rep. of Korea,KOR,Canada,CAN,-,-,-,9
2017,Kuwait,KWT,Canada,CAN,-,-,-,7
2017,Lao People's Dem. Rep.,LAO,Canada,CAN,-,-,-,11
2017,Lao People's Dem. Rep.,LAO,France,FRA,-,-,-,59
2017,Lao People's Dem. Rep.,LAO,Netherlands (Kingdom of the),NLD,-,-,-,5
2017,Liberia,LBR,France,FRA,-,-,-,5
2017,Liberia,LBR,Netherlands (Kingdom of the),NLD,-,-,-,17
2017,Libya,LBY,France,FRA,-,-,-,5
2017,Libya,LBY,Netherlands (Kingdom of the),NLD,-,-,-,11
2017,Saint Lucia,LCA,Canada,CAN,-,-,-,41
2017,Lebanon,LBN,Belgium,BEL,-,-,-,9
2017,Sri Lanka,LKA,Belgium,BEL,-,-,-,43
2017,Sri Lanka,LKA,France,FRA,-,-,-,268
2017,Sri Lanka,LKA,Netherlands (Kingdom of the),NLD,-,-,-,100
2017,Madagascar,MDG,France,FRA,-,-,-,9
2017,Mauritania,MRT,Belgium,BEL,-,-,-,10
2017,Mauritania,MRT,Canada,CAN,-,-,-,8
2017,Mauritania,MRT,France,FRA,-,-,-,106
2017,Mauritania,MRT,Senegal,SEN,-,-,-,5
2017,North Macedonia,MKD,Belgium,BEL,-,-,-,8
2017,North Macedonia,MKD,France,FRA,-,-,-,8
2017,Rep. of Moldova,MDA,Canada,CAN,-,-,-,11
2017,Rep. of Moldova,MDA,France,FRA,-,-,-,15
2017,Mexico,MEX,Canada,CAN,-,-,-,242
2017,Mali,MLI,Belgium,BEL,-,-,-,5
2017,Mali,MLI,France,FRA,-,-,-,83
2017,Malaysia,MYS,Canada,CAN,-,-,-,8
2017,Malaysia,MYS,Netherlands (Kingdom of the),NLD,-,-,-,6
2017,Malawi,MWI,Canada,CAN,-,-,-,7
2017,Malawi,MWI,Ireland,IRL,-,-,-,5
2017,Mongolia,MNG,Canada,CAN,-,-,-,5
2017,Mongolia,MNG,France,FRA,-,-,-,5
2017,Morocco,MAR,Canada,CAN,-,-,-,6
2017,Morocco,MAR,France,FRA,-,-,-,8
2017,Mozambique,MOZ,Canada,CAN,-,-,-,5
2017,Myanmar,MMR,Belgium,BEL,-,-,-,5
2017,Myanmar,MMR,France,FRA,-,-,-,9
2017,Myanmar,MMR,Netherlands (Kingdom of the),NLD,-,-,-,81
2017,Namibia,NAM,Canada,CAN,-,-,-,6
2017,Nepal,NPL,Netherlands (Kingdom of the),NLD,-,-,-,36
2017,Netherlands (Kingdom of the),NLD,Canada,CAN,-,-,-,5
2017,Niger,NER,Belgium,BEL,-,-,-,6
2017,Nicaragua,NIC,Canada,CAN,-,-,-,22
2017,Nigeria,NGA,Canada,CAN,-,-,-,170
2017,Nigeria,NGA,Ireland,IRL,-,-,-,10
2017,Nigeria,NGA,Netherlands (Kingdom of the),NLD,-,-,-,15
2017,Pakistan,PAK,Belgium,BEL,-,-,-,11
2017,Pakistan,PAK,France,FRA,-,-,-,12
2017,Pakistan,PAK,Ireland,IRL,-,-,-,11
2017,Pakistan,PAK,Netherlands (Kingdom of the),NLD,-,-,-,38
2017,Panama,PAN,Canada,CAN,-,-,-,5
2017,Peru,PER,Canada,CAN,-,-,-,52
2017,Poland,POL,Canada,CAN,-,-,-,26
2017,Qatar,QAT,Canada,CAN,-,-,-,5
2017,Romania,ROU,Canada,CAN,-,-,-,9
2017,South Africa,ZAF,Canada,CAN,-,-,-,35
2017,Russian Federation,RUS,Belgium,BEL,-,-,-,187
2017,Russian Federation,RUS,France,FRA,-,-,-,269
2017,Russian Federation,RUS,Netherlands (Kingdom of the),NLD,-,-,-,16
2017,Rwanda,RWA,Belgium,BEL,-,-,-,123
2017,Rwanda,RWA,Burkina Faso,BFA,-,-,-,9
2017,Rwanda,RWA,Netherlands (Kingdom of the),NLD,-,-,-,6
2017,Senegal,SEN,Belgium,BEL,-,-,-,46
2017,Senegal,SEN,France,FRA,-,-,-,27
2017,Sierra Leone,SLE,Belgium,BEL,-,-,-,5
2017,Sierra Leone,SLE,Canada,CAN,-,-,-,20
2017,Sierra Leone,SLE,France,FRA,-,-,-,10
2017,Sierra Leone,SLE,Netherlands (Kingdom of the),NLD,-,-,-,58
2017,Somalia,SOM,Belgium,BEL,-,-,-,50
2017,Somalia,SOM,France,FRA,-,-,-,22
2017,Somalia,SOM,Ireland,IRL,-,-,-,8
2017,Somalia,SOM,Netherlands (Kingdom of the),NLD,-,-,-,1929
2017,Serbia and Kosovo: S/RES/1244 (1999),SRB,Belgium,BEL,-,-,-,13
2017,Serbia and Kosovo: S/RES/1244 (1999),SRB,Canada,CAN,-,-,-,32
2017,Serbia and Kosovo: S/RES/1244 (1999),SRB,France,FRA,-,-,-,171
2017,Viet Nam,VNM,France,FRA,-,-,-,46
2017,South Sudan,SSD,Ireland,IRL,-,-,-,5
2017,Stateless,XXA,Belgium,BEL,-,-,-,5
2017,Stateless,XXA,Bulgaria,BGR,-,-,-,12
2017,Stateless,XXA,Netherlands (Kingdom of the),NLD,-,-,-,243
2017,Sudan,SDN,Belgium,BEL,-,-,-,5
2017,Sudan,SDN,Ireland,IRL,-,-,-,6
2017,Sudan,SDN,Netherlands (Kingdom of the),NLD,-,-,-,65
2017,Eswatini,SWZ,Canada,CAN,-,-,-,6
2017,Sweden,SWE,Canada,CAN,-,-,-,6
2017,Switzerland,CHE,Canada,CAN,-,-,-,5
2017,Syrian Arab Rep.,SYR,Argentina,ARG,-,-,-,5
2017,United Rep. of Tanzania,TZA,Belgium,BEL,-,-,-,5
2017,Thailand,THA,Canada,CAN,-,-,-,71
2017,Tibetan,TIB,Canada,CAN,-,-,-,10
2017,Tajikistan,TJK,Canada,CAN,-,-,-,5
2017,Turkmenistan,TKM,Canada,CAN,-,-,-,6
2017,Togo,TGO,Belgium,BEL,-,-,-,25
2017,Togo,TGO,Canada,CAN,-,-,-,20
2017,Togo,TGO,France,FRA,-,-,-,26
2017,Togo,TGO,Netherlands (Kingdom of the),NLD,-,-,-,6
2017,Trinidad and Tobago,TTO,Canada,CAN,-,-,-,8
2017,Tunisia,TUN,Bulgaria,BGR,-,-,-,5
2017,Tunisia,TUN,Canada,CAN,-,-,-,5
2017,Tunisia,TUN,France,FRA,-,-,-,9
2017,Türkiye,TUR,Belgium,BEL,-,-,-,25
2017,Türkiye,TUR,Netherlands (Kingdom of the),NLD,-,-,-,11
2017,United Arab Emirates,ARE,Canada,CAN,-,-,-,17
2017,Uganda,UGA,France,FRA,-,-,-,5
2017,Uganda,UGA,Netherlands (Kingdom of the),NLD,-,-,-,50
2017,Unknown ,UNK,Belgium,BEL,-,-,-,97
2017,Unknown ,UNK,Portugal,PRT,-,-,-,47
2017,Ukraine,UKR,Canada,CAN,-,-,-,30
2017,Ukraine,UKR,France,FRA,-,-,-,12
2017,Uzbekistan,UZB,Canada,CAN,-,-,-,28
2017,Uzbekistan,UZB,France,FRA,-,-,-,9
2017,Saint Vincent and the Grenadines,VCT,Canada,CAN,-,-,-,66
2017,Venezuela (Bolivarian Republic of),VEN,Canada,CAN,-,-,-,21
2017,Venezuela (Bolivarian Republic of),VEN,Costa Rica,CRI,-,-,-,7
2017,Western Sahara,ESH,France,FRA,-,-,-,9
2017,Yemen,YEM,Netherlands (Kingdom of the),NLD,-,-,-,5
2017,Zambia,ZMB,Canada,CAN,-,-,-,6
2017,Zimbabwe,ZWE,Canada,CAN,-,-,-,130
2017,Afghanistan,AFG,Afghanistan,AFG,-,32649,-,-
2017,Central African Rep.,CAF,Central African Rep.,CAF,-,89019,-,-
2017,Cameroon,CMR,Cameroon,CMR,-,33662,-,-
2017,Dem. Rep. of the Congo,COD,Dem. Rep. of the Congo,COD,-,255635,-,-
2017,Iraq,IRQ,Iraq,IRQ,-,1546586,-,-
2017,Libya,LBY,Libya,LBY,-,149883,-,-
2017,Sri Lanka,LKA,Sri Lanka,LKA,-,408,-,-
2017,Mali,MLI,Mali,MLI,-,23240,-,-
2017,Myanmar,MMR,Myanmar,MMR,-,684,-,-
2017,Niger,NER,Niger,NER,-,5867,-,-
2017,Nigeria,NGA,Nigeria,NGA,-,381780,-,-
2017,Pakistan,PAK,Pakistan,PAK,-,281640,-,-
2017,Philippines,PHL,Philippines,PHL,-,318483,-,-
2017,Serbia and Kosovo: S/RES/1244 (1999),SRB,Serbia and Kosovo: S/RES/1244 (1999),SRB,-,193,-,-
2017,South Sudan,SSD,South Sudan,SSD,-,813,-,-
2017,Sudan,SDN,Sudan,SDN,-,386243,-,-
2017,Syrian Arab Rep.,SYR,Syrian Arab Rep.,SYR,-,597152,-,-
2017,Yemen,YEM,Yemen,YEM,-,125034,-,-
2018,Afghanistan,AFG,India,IND,110,-,-,68
2018,Afghanistan,AFG,Indonesia,IDN,45,-,-,-
2018,Afghanistan,AFG,Iran (Islamic Rep. of),IRN,1972,-,-,-
2018,Afghanistan,AFG,Pakistan,PAK,14017,-,-,-
2018,Afghanistan,AFG,Tajikistan,TJK,74,-,-,-
2018,Burundi,BDI,Burkina Faso,BFA,5,-,-,-
2018,Burundi,BDI,Dem. Rep. of the Congo,COD,180,-,-,-
2018,Burundi,BDI,Kenya,KEN,586,-,-,-
2018,Burundi,BDI,United Rep. of Tanzania,TZA,44763,-,-,-
2018,Central African Rep.,CAF,Benin,BEN,87,-,-,-
2018,Central African Rep.,CAF,Burkina Faso,BFA,19,-,-,-
2018,Central African Rep.,CAF,Chad,TCD,10066,-,-,-
2018,Central African Rep.,CAF,Cameroon,CMR,17116,-,-,-
2018,Central African Rep.,CAF,Congo,COG,3536,-,-,-
2018,Central African Rep.,CAF,Dem. Rep. of the Congo,COD,4285,-,-,-
2018,Central African Rep.,CAF,Cote d'Ivoire,CIV,14,-,-,-
2018,Central African Rep.,CAF,Mauritania,MRT,9,-,-,-
2018,Central African Rep.,CAF,Mali,MLI,27,-,-,-
2018,Central African Rep.,CAF,Nigeria,NGA,8,-,-,-
2018,Central African Rep.,CAF,Senegal,SEN,9,-,-,-
2018,Central African Rep.,CAF,Togo,TGO,6,-,-,-
2018,Chad,TCD,Central African Rep.,CAF,1543,-,-,-
2018,Chad,TCD,Gabon,GAB,5,-,-,7
2018,Chad,TCD,Sudan,SDN,4804,-,-,-
2018,Dem. Rep. of the Congo,COD,Angola,AGO,1658,-,-,-
2018,Dem. Rep. of the Congo,COD,Central African Rep.,CAF,2544,-,-,-
2018,Dem. Rep. of the Congo,COD,Cameroon,CMR,24,-,-,-
2018,Dem. Rep. of the Congo,COD,Ghana,GHA,9,-,-,-
2018,Dem. Rep. of the Congo,COD,Mali,MLI,5,-,-,-
2018,Dem. Rep. of the Congo,COD,Zambia,ZMB,2383,-,-,-
2018,Colombia,COL,Ecuador,ECU,26,-,-,-
2018,Colombia,COL,Venezuela (Bolivarian Republic of),VEN,23870,-,-,-
2018,Eritrea,ERI,Israel,ISR,297,-,-,-
2018,Ethiopia,ETH,Kenya,KEN,16,-,-,-
2018,Croatia,HRV,Bosnia and Herzegovina,BIH,5,-,-,-
2018,Croatia,HRV,Serbia and Kosovo: S/RES/1244 (1999),SRB,5,-,-,-
2018,Cote d'Ivoire,CIV,Ghana,GHA,298,-,-,-
2018,Cote d'Ivoire,CIV,Guinea,GIN,1161,-,-,-
2018,Cote d'Ivoire,CIV,Liberia,LBR,991,-,-,-
2018,Cote d'Ivoire,CIV,Mali,MLI,95,-,-,-
2018,Cote d'Ivoire,CIV,Togo,TGO,292,-,-,-
2018,Iran (Islamic Rep. of),IRN,Indonesia,IDN,8,-,-,-
2018,Iraq,IRQ,India,IND,15,-,-,-
2018,Iraq,IRQ,Indonesia,IDN,35,-,-,-
2018,Iraq,IRQ,Iran (Islamic Rep. of),IRN,12,-,-,-
2018,Sri Lanka,LKA,India,IND,1382,-,-,-
2018,Sri Lanka,LKA,Indonesia,IDN,32,-,-,-
2018,Sri Lanka,LKA,Thailand,THA,7,-,-,-
2018,Mali,MLI,Algeria,DZA,223,-,-,-
2018,Mali,MLI,Burkina Faso,BFA,1613,-,-,-
2018,Mali,MLI,Mauritania,MRT,845,-,-,-
2018,Mali,MLI,Niger,NER,3995,-,-,-
2018,Mozambique,MOZ,Mali,MLI,8845,-,-,-
2018,Myanmar,MMR,Thailand,THA,93,-,-,-
2018,Namibia,NAM,Botswana,BWA,106,-,-,-
2018,Pakistan,PAK,Indonesia,IDN,11,-,-,-
2018,Russian Federation,RUS,Azerbaijan,AZE,32,-,-,-
2018,Rwanda,RWA,Congo,COG,21,-,-,-
2018,Rwanda,RWA,Dem. Rep. of the Congo,COD,3053,-,-,-
2018,Somalia,SOM,Angola,AGO,5,-,-,-
2018,Somalia,SOM,Djibouti,DJI,160,-,-,-
2018,Somalia,SOM,India,IND,24,-,-,-
2018,Somalia,SOM,Indonesia,IDN,29,-,-,-
2018,Somalia,SOM,Kenya,KEN,7559,-,-,-
2018,Somalia,SOM,Libya,LBY,353,-,-,-
