Year,Origin,ISO,Destination,Asylum ,Returned,ReturnedIDPss,Resettlement,Naturalisation
2019,Uganda,UGA,United Kingdom of Great Britain and Northern Ireland,GBR,-,-,16,-
2019,Uganda,UGA,Iceland,ISL,-,-,16,-
2019,Uganda,UGA,Sweden,SWE,-,-,42,-
2019,Uganda,UGA,United States of America,USA,-,-,12,-
2019,Unknown ,UNK,Australia,AUS,-,-,75,-
2019,Unknown ,UNK,Canada,CAN,-,-,335,-
2019,Unknown ,UNK,Finland,FIN,-,-,15,-
2019,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,-,-,23,-
2019,Unknown ,UNK,Luxembourg,LUX,-,-,5,-
2019,Unknown ,UNK,Netherlands (Kingdom of the),NLD,-,-,270,521
2019,Unknown ,UNK,Norway,NOR,-,-,17,-
2019,Unknown ,UNK,Switzerland,CHE,-,-,31,-
2019,Ukraine,UKR,United States of America,USA,-,-,4013,-
2019,United States of America,USA,Canada,CAN,-,-,18,317
2019,Uzbekistan,UZB,United States of America,USA,-,-,15,-
2019,Venezuela (Bolivarian Republic of),VEN,Australia,AUS,-,-,41,-
2019,Venezuela (Bolivarian Republic of),VEN,Canada,CAN,-,-,5,119
2019,Venezuela (Bolivarian Republic of),VEN,United States of America,USA,-,-,9,-
2019,Yemen,YEM,Canada,CAN,-,-,106,69
2019,Yemen,YEM,Finland,FIN,-,-,5,-
2019,Yemen,YEM,France,FRA,-,-,10,-
2019,Yemen,YEM,United Kingdom of Great Britain and Northern Ireland,GBR,-,-,11,-
2019,Yemen,YEM,Germany,DEU,-,-,5,-
2019,Yemen,YEM,Netherlands (Kingdom of the),NLD,-,-,6,12
2019,Yemen,YEM,Norway,NOR,-,-,10,-
2019,Yemen,YEM,Sweden,SWE,-,-,15,-
2019,Zimbabwe,ZWE,Canada,CAN,-,-,5,144
2019,Zimbabwe,ZWE,Sweden,SWE,-,-,5,-
2019,Afghanistan,AFG,Belarus,BLR,-,-,-,10
2019,Afghanistan,AFG,Netherlands (Kingdom of the),NLD,-,-,-,613
2019,Afghanistan,AFG,Ukraine,UKR,-,-,-,48
2019,Albania,ALB,Canada,CAN,-,-,-,102
2019,Albania,ALB,France,FRA,-,-,-,28
2019,Algeria,DZA,Canada,CAN,-,-,-,72
2019,Algeria,DZA,France,FRA,-,-,-,39
2019,Algeria,DZA,Netherlands (Kingdom of the),NLD,-,-,-,5
2019,Angola,AGO,Canada,CAN,-,-,-,21
2019,Angola,AGO,Netherlands (Kingdom of the),NLD,-,-,-,10
2019,Egypt,EGY,Netherlands (Kingdom of the),NLD,-,-,-,58
2019,Argentina,ARG,Canada,CAN,-,-,-,13
2019,Armenia,ARM,Canada,CAN,-,-,-,21
2019,Armenia,ARM,France,FRA,-,-,-,92
2019,Armenia,ARM,Netherlands (Kingdom of the),NLD,-,-,-,36
2019,Azerbaijan,AZE,Armenia,ARM,-,-,-,73
2019,Azerbaijan,AZE,Canada,CAN,-,-,-,20
2019,Azerbaijan,AZE,France,FRA,-,-,-,58
2019,Azerbaijan,AZE,Netherlands (Kingdom of the),NLD,-,-,-,20
2019,Azerbaijan,AZE,Ukraine,UKR,-,-,-,5
2019,Barbados,BRB,Canada,CAN,-,-,-,10
2019,Burundi,BDI,France,FRA,-,-,-,14
2019,Belgium,BEL,Canada,CAN,-,-,-,5
2019,Benin,BEN,Canada,CAN,-,-,-,17
2019,Bangladesh,BGD,France,FRA,-,-,-,145
2019,Bangladesh,BGD,Ireland,IRL,-,-,-,5
2019,Bangladesh,BGD,Netherlands (Kingdom of the),NLD,-,-,-,9
2019,Bahamas,BHS,Canada,CAN,-,-,-,20
2019,Bhutan,BTN,Netherlands (Kingdom of the),NLD,-,-,-,8
2019,Burkina Faso,BFA,Canada,CAN,-,-,-,16
2019,Burkina Faso,BFA,France,FRA,-,-,-,5
2019,Belarus,BLR,Canada,CAN,-,-,-,15
2019,Belarus,BLR,France,FRA,-,-,-,8
2019,Belarus,BLR,Netherlands (Kingdom of the),NLD,-,-,-,6
2019,Bolivia (Plurinational State of),BOL,Canada,CAN,-,-,-,5
2019,Brazil,BRA,Canada,CAN,-,-,-,6
2019,Bosnia and Herzegovina,BIH,Canada,CAN,-,-,-,26
2019,Bosnia and Herzegovina,BIH,France,FRA,-,-,-,34
2019,Bosnia and Herzegovina,BIH,Croatia,HRV,-,-,-,29
2019,Bosnia and Herzegovina,BIH,Netherlands (Kingdom of the),NLD,-,-,-,9
2019,Bulgaria,BGR,Canada,CAN,-,-,-,20
2019,Chad,TCD,Canada,CAN,-,-,-,54
2019,Chad,TCD,France,FRA,-,-,-,16
2019,China,CHN,Netherlands (Kingdom of the),NLD,-,-,-,198
2019,Chile,CHL,Canada,CAN,-,-,-,12
2019,Cameroon,CMR,Ireland,IRL,-,-,-,7
2019,Cameroon,CMR,Netherlands (Kingdom of the),NLD,-,-,-,6
2019,Congo,COG,France,FRA,-,-,-,65
2019,Congo,COG,Ukraine,UKR,-,-,-,5
2019,Dem. Rep. of the Congo,COD,Ireland,IRL,-,-,-,5
2019,Comoros,COM,France,FRA,-,-,-,5
2019,Colombia,COL,Costa Rica,CRI,-,-,-,29
2019,Colombia,COL,France,FRA,-,-,-,5
2019,Colombia,COL,Netherlands (Kingdom of the),NLD,-,-,-,14
2019,Cuba,CUB,Costa Rica,CRI,-,-,-,5
2019,Cyprus,CYP,Canada,CAN,-,-,-,7
2019,Czechia,CZE,Canada,CAN,-,-,-,11
2019,Djibouti,DJI,France,FRA,-,-,-,8
2019,Dominican Rep.,DOM,Canada,CAN,-,-,-,23
2019,Ecuador,ECU,Canada,CAN,-,-,-,14
2019,Ethiopia,ETH,Netherlands (Kingdom of the),NLD,-,-,-,76
2019,Fiji,FJI,Canada,CAN,-,-,-,14
2019,France,FRA,Canada,CAN,-,-,-,16
2019,Gabon,GAB,Canada,CAN,-,-,-,8
2019,Gambia,GMB,Netherlands (Kingdom of the),NLD,-,-,-,7
2019,Palestinian,PSE,Netherlands (Kingdom of the),NLD,-,-,-,5
2019,United Kingdom of Great Britain and Northern Ireland,GBR,Canada,CAN,-,-,-,18
2019,Georgia,GEO,Canada,CAN,-,-,-,47
2019,Georgia,GEO,France,FRA,-,-,-,44
2019,Georgia,GEO,Netherlands (Kingdom of the),NLD,-,-,-,11
2019,Germany,DEU,Canada,CAN,-,-,-,13
2019,Ghana,GHA,Canada,CAN,-,-,-,66
2019,Ghana,GHA,France,FRA,-,-,-,5
2019,Guinea-Bissau,GNB,France,FRA,-,-,-,10
2019,Greece,GRC,Canada,CAN,-,-,-,73
2019,Grenada,GRD,Canada,CAN,-,-,-,16
2019,Guinea,GIN,Netherlands (Kingdom of the),NLD,-,-,-,73
2019,Guyana,GUY,Canada,CAN,-,-,-,19
2019,Haiti,HTI,Canada,CAN,-,-,-,904
2019,Haiti,HTI,France,FRA,-,-,-,55
2019,China, Hong Kong SAR,HKG,Canada,CAN,-,-,-,5
2019,Honduras,HND,Costa Rica,CRI,-,-,-,5
2019,Honduras,HND,Ireland,IRL,-,-,-,5
2019,Honduras,HND,Mexico,MEX,-,-,-,5
2019,Croatia,HRV,Canada,CAN,-,-,-,17
2019,Hungary,HUN,Canada,CAN,-,-,-,80
2019,Cote d'Ivoire,CIV,Netherlands (Kingdom of the),NLD,-,-,-,25
2019,Iran (Islamic Rep. of),IRN,France,FRA,-,-,-,56
2019,Iran (Islamic Rep. of),IRN,Netherlands (Kingdom of the),NLD,-,-,-,513
2019,Iraq,IRQ,Bulgaria,BGR,-,-,-,5
2019,Israel,ISR,Canada,CAN,-,-,-,30
2019,Italy,ITA,Canada,CAN,-,-,-,10
2019,Jamaica,JAM,Netherlands (Kingdom of the),NLD,-,-,-,11
2019,Jordan,JOR,Netherlands (Kingdom of the),NLD,-,-,-,14
2019,Japan,JPN,Canada,CAN,-,-,-,5
2019,Kazakhstan,KAZ,Canada,CAN,-,-,-,22
2019,Kazakhstan,KAZ,France,FRA,-,-,-,10
2019,Kazakhstan,KAZ,Netherlands (Kingdom of the),NLD,-,-,-,5
2019,Kyrgyzstan,KGZ,France,FRA,-,-,-,6
2019,Rep. of Korea,KOR,Canada,CAN,-,-,-,17
2019,Dem. People's Rep. of Korea,PRK,Netherlands (Kingdom of the),NLD,-,-,-,7
2019,Kuwait,KWT,Canada,CAN,-,-,-,103
2019,Kuwait,KWT,Ireland,IRL,-,-,-,5
2019,Lao People's Dem. Rep.,LAO,France,FRA,-,-,-,54
2019,Lao People's Dem. Rep.,LAO,Netherlands (Kingdom of the),NLD,-,-,-,6
2019,Liberia,LBR,Netherlands (Kingdom of the),NLD,-,-,-,10
2019,Libya,LBY,France,FRA,-,-,-,6
2019,Libya,LBY,Netherlands (Kingdom of the),NLD,-,-,-,14
2019,Saint Lucia,LCA,Canada,CAN,-,-,-,168
2019,Lebanon,LBN,France,FRA,-,-,-,5
2019,Sri Lanka,LKA,Netherlands (Kingdom of the),NLD,-,-,-,93
2019,Latvia,LVA,Canada,CAN,-,-,-,5
2019,Madagascar,MDG,France,FRA,-,-,-,7
2019,Mauritania,MRT,Canada,CAN,-,-,-,32
2019,Mauritania,MRT,France,FRA,-,-,-,75
2019,North Macedonia,MKD,Canada,CAN,-,-,-,22
2019,Rep. of Moldova,MDA,Canada,CAN,-,-,-,12
2019,Rep. of Moldova,MDA,France,FRA,-,-,-,5
2019,Mexico,MEX,Canada,CAN,-,-,-,588
2019,Malaysia,MYS,Canada,CAN,-,-,-,48
2019,Malawi,MWI,Canada,CAN,-,-,-,12
2019,Montenegro,MNE,Canada,CAN,-,-,-,20
2019,Mongolia,MNG,Canada,CAN,-,-,-,16
2019,Mongolia,MNG,France,FRA,-,-,-,7
2019,Morocco,MAR,France,FRA,-,-,-,9
2019,Morocco,MAR,Netherlands (Kingdom of the),NLD,-,-,-,6
2019,Mozambique,MOZ,Canada,CAN,-,-,-,5
2019,Myanmar,MMR,France,FRA,-,-,-,12
2019,Myanmar,MMR,Netherlands (Kingdom of the),NLD,-,-,-,76
2019,Nepal,NPL,Netherlands (Kingdom of the),NLD,-,-,-,47
2019,Niger,NER,Canada,CAN,-,-,-,9
2019,Nicaragua,NIC,Canada,CAN,-,-,-,20
2019,Nicaragua,NIC,Costa Rica,CRI,-,-,-,5
2019,Nigeria,NGA,Ireland,IRL,-,-,-,9
2019,Nigeria,NGA,Netherlands (Kingdom of the),NLD,-,-,-,26
2019,Oman,OMN,Canada,CAN,-,-,-,7
2019,Pakistan,PAK,France,FRA,-,-,-,16
2019,Pakistan,PAK,Netherlands (Kingdom of the),NLD,-,-,-,94
2019,Peru,PER,Canada,CAN,-,-,-,53
2019,Peru,PER,France,FRA,-,-,-,5
2019,Poland,POL,Canada,CAN,-,-,-,37
2019,Qatar,QAT,Canada,CAN,-,-,-,11
2019,Romania,ROU,Canada,CAN,-,-,-,12
2019,South Africa,ZAF,Canada,CAN,-,-,-,129
2019,Russian Federation,RUS,Canada,CAN,-,-,-,193
2019,Russian Federation,RUS,France,FRA,-,-,-,183
2019,Russian Federation,RUS,Netherlands (Kingdom of the),NLD,-,-,-,34
2019,Russian Federation,RUS,Ukraine,UKR,-,-,-,5
2019,Rwanda,RWA,France,FRA,-,-,-,70
2019,Rwanda,RWA,Netherlands (Kingdom of the),NLD,-,-,-,5
2019,El Salvador,SLV,Costa Rica,CRI,-,-,-,5
2019,El Salvador,SLV,Mexico,MEX,-,-,-,10
2019,Senegal,SEN,Canada,CAN,-,-,-,46
2019,Senegal,SEN,Guinea-Bissau,GNB,-,-,-,5501
2019,Senegal,SEN,Netherlands (Kingdom of the),NLD,-,-,-,7
2019,Sierra Leone,SLE,France,FRA,-,-,-,5
2019,Sierra Leone,SLE,Netherlands (Kingdom of the),NLD,-,-,-,44
2019,Somalia,SOM,Ireland,IRL,-,-,-,5
2019,Serbia and Kosovo: S/RES/1244 (1999),SRB,Canada,CAN,-,-,-,59
2019,Serbia and Kosovo: S/RES/1244 (1999),SRB,France,FRA,-,-,-,122
2019,Viet Nam,VNM,France,FRA,-,-,-,42
2019,Viet Nam,VNM,Ukraine,UKR,-,-,-,5
2019,Stateless,XXA,Netherlands (Kingdom of the),NLD,-,-,-,4645
2019,Stateless,XXA,Ukraine,UKR,-,-,-,5
2019,Sudan,SDN,Ireland,IRL,-,-,-,5
2019,Slovakia,SVK,Canada,CAN,-,-,-,6
2019,Eswatini,SWZ,Canada,CAN,-,-,-,25
2019,Sweden,SWE,Canada,CAN,-,-,-,8
2019,Switzerland,CHE,Canada,CAN,-,-,-,5
2019,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,-,-,-,5
2019,Syrian Arab Rep.,SYR,Ukraine,UKR,-,-,-,7
2019,Thailand,THA,Canada,CAN,-,-,-,311
2019,Tajikistan,TJK,Netherlands (Kingdom of the),NLD,-,-,-,5
2019,Tajikistan,TJK,Ukraine,UKR,-,-,-,5
2019,Togo,TGO,France,FRA,-,-,-,21
2019,Togo,TGO,Netherlands (Kingdom of the),NLD,-,-,-,5
2019,Türkiye,TUR,France,FRA,-,-,-,54
2019,Türkiye,TUR,Netherlands (Kingdom of the),NLD,-,-,-,23
2019,United Arab Emirates,ARE,Canada,CAN,-,-,-,112
2019,Uganda,UGA,Netherlands (Kingdom of the),NLD,-,-,-,55
2019,Unknown ,UNK,Belgium,BEL,-,-,-,2397
2019,Ukraine,UKR,Canada,CAN,-,-,-,116
2019,Ukraine,UKR,France,FRA,-,-,-,21
2019,Ukraine,UKR,Ireland,IRL,-,-,-,5
2019,Ukraine,UKR,Netherlands (Kingdom of the),NLD,-,-,-,5
2019,Uruguay,URY,Canada,CAN,-,-,-,9
2019,Uzbekistan,UZB,Canada,CAN,-,-,-,31
2019,Uzbekistan,UZB,Rep. of Moldova,MDA,-,-,-,5
2019,Uzbekistan,UZB,Netherlands (Kingdom of the),NLD,-,-,-,11
2019,Saint Vincent and the Grenadines,VCT,Canada,CAN,-,-,-,164
2019,Venezuela (Bolivarian Republic of),VEN,Costa Rica,CRI,-,-,-,8
2019,Venezuela (Bolivarian Republic of),VEN,Mexico,MEX,-,-,-,20
2019,Western Sahara,ESH,France,FRA,-,-,-,5
2019,Zambia,ZMB,Canada,CAN,-,-,-,22
2019,Zimbabwe,ZWE,Netherlands (Kingdom of the),NLD,-,-,-,5
2019,Central African Rep.,CAF,Central African Rep.,CAF,-,90672,-,-
2019,Cameroon,CMR,Cameroon,CMR,-,347923,-,-
2019,Congo,COG,Congo,COG,-,5312,-,-
2019,Dem. Rep. of the Congo,COD,Dem. Rep. of the Congo,COD,-,2134349,-,-
2019,Ethiopia,ETH,Ethiopia,ETH,-,1303736,-,-
2019,Iraq,IRQ,Iraq,IRQ,-,431130,-,-
2019,Libya,LBY,Libya,LBY,-,4369,-,-
2019,Sri Lanka,LKA,Sri Lanka,LKA,-,10363,-,-
2019,Mali,MLI,Mali,MLI,-,35101,-,-
2019,Myanmar,MMR,Myanmar,MMR,-,1641,-,-
2019,Nigeria,NGA,Nigeria,NGA,-,18356,-,-
2019,Pakistan,PAK,Pakistan,PAK,-,18,-,-
2019,Philippines,PHL,Philippines,PHL,-,115106,-,-
2019,Somalia,SOM,Somalia,SOM,-,22555,-,-
2019,Serbia and Kosovo: S/RES/1244 (1999),SRB,Serbia and Kosovo: S/RES/1244 (1999),SRB,-,165,-,-
2019,South Sudan,SSD,South Sudan,SSD,-,276463,-,-
2019,Syrian Arab Rep.,SYR,Syrian Arab Rep.,SYR,-,477360,-,-
2019,Yemen,YEM,Yemen,YEM,-,69174,-,-
2020,Afghanistan,AFG,Azerbaijan,AZE,6,-,-,7
2020,Afghanistan,AFG,India,IND,125,-,-,-
2020,Afghanistan,AFG,Indonesia,IDN,53,-,-,-
2020,Afghanistan,AFG,Iran (Islamic Rep. of),IRN,947,-,-,-
2020,Afghanistan,AFG,Kazakhstan,KAZ,10,-,-,-
2020,Afghanistan,AFG,Pakistan,PAK,1125,-,-,-
2020,Afghanistan,AFG,Russian Federation,RUS,6,-,-,-
2020,Afghanistan,AFG,Tajikistan,TJK,39,-,-,-
2020,Burundi,BDI,Dem. Rep. of the Congo,COD,1946,-,-,-
2020,Burundi,BDI,Kenya,KEN,60,-,-,-
2020,Burundi,BDI,Rwanda,RWA,7974,-,-,72
2020,Burundi,BDI,United Rep. of Tanzania,TZA,30636,-,-,-
2020,Burundi,BDI,Uganda,UGA,231,-,-,-
2020,Burundi,BDI,Zambia,ZMB,5,-,-,-
2020,Central African Rep.,CAF,Benin,BEN,22,-,-,-
2020,Central African Rep.,CAF,Burkina Faso,BFA,14,-,-,-
2020,Central African Rep.,CAF,Cameroon,CMR,2076,-,-,-
2020,Central African Rep.,CAF,Congo,COG,723,-,-,-
2020,Central African Rep.,CAF,Dem. Rep. of the Congo,COD,2064,-,-,-
2020,Central African Rep.,CAF,Cote d'Ivoire,CIV,37,-,-,-
2020,Central African Rep.,CAF,Mali,MLI,32,-,-,-
2020,Central African Rep.,CAF,Senegal,SEN,5,-,-,-
2020,Central African Rep.,CAF,Togo,TGO,5,-,-,-
2020,Cameroon,CMR,Nigeria,NGA,18279,-,-,-
2020,Congo,COG,Dem. Rep. of the Congo,COD,5,-,-,-
2020,Dem. Rep. of the Congo,COD,Angola,AGO,322,-,-,-
2020,Dem. Rep. of the Congo,COD,Kenya,KEN,25,-,-,-
2020,Dem. Rep. of the Congo,COD,South Africa,ZAF,19,-,-,-
2020,Dem. Rep. of the Congo,COD,United Rep. of Tanzania,TZA,5,-,-,-
2020,Dem. Rep. of the Congo,COD,Zambia,ZMB,19,-,-,-
2020,Cuba,CUB,Suriname,SUR,10,-,-,-
2020,Ethiopia,ETH,India,IND,5,-,-,-
2020,Ethiopia,ETH,Kenya,KEN,79,-,-,-
2020,Ethiopia,ETH,Somalia,SOM,5,-,-,-
2020,Croatia,HRV,Serbia and Kosovo: S/RES/1244 (1999),SRB,5,-,-,-
2020,Cote d'Ivoire,CIV,Ghana,GHA,107,-,-,-
2020,Cote d'Ivoire,CIV,Guinea,GIN,63,-,-,-
2020,Cote d'Ivoire,CIV,Liberia,LBR,149,-,-,-
2020,Cote d'Ivoire,CIV,Togo,TGO,12,-,-,-
2020,Iran (Islamic Rep. of),IRN,Indonesia,IDN,5,-,-,-
2020,Iraq,IRQ,Germany,DEU,50,-,32,-
2020,Iraq,IRQ,India,IND,5,-,-,-
2020,Iraq,IRQ,Indonesia,IDN,5,-,-,-
2020,Iraq,IRQ,Jordan,JOR,89,-,-,-
2020,Iraq,IRQ,Malaysia,MYS,6,-,-,-
2020,Iraq,IRQ,Türkiye,TUR,1350,-,-,-
2020,Sri Lanka,LKA,India,IND,207,-,-,-
2020,Sri Lanka,LKA,Thailand,THA,5,-,-,-
2020,Mali,MLI,Burkina Faso,BFA,6038,-,-,-
2020,Mali,MLI,Mauritania,MRT,92,-,-,-
2020,Mali,MLI,Niger,NER,102,-,-,-
2020,Myanmar,MMR,Indonesia,IDN,5,-,-,-
2020,Nigeria,NGA,Chad,TCD,36,-,-,-
2020,Nigeria,NGA,Cameroon,CMR,4469,-,-,-
2020,Nigeria,NGA,Niger,NER,7830,-,-,-
2020,Pakistan,PAK,Indonesia,IDN,9,-,-,-
2020,Pakistan,PAK,Thailand,THA,5,-,-,-
2020,Rwanda,RWA,Congo,COG,14,-,-,-
2020,Rwanda,RWA,Dem. Rep. of the Congo,COD,922,-,-,-
2020,Somalia,SOM,India,IND,5,-,-,-
2020,Somalia,SOM,Indonesia,IDN,10,-,-,-
2020,Somalia,SOM,Jordan,JOR,5,-,-,-
2020,Somalia,SOM,Kenya,KEN,254,-,-,-
2020,Somalia,SOM,Libya,LBY,75,-,-,-
2020,Somalia,SOM,Pakistan,PAK,5,-,-,-
2020,Somalia,SOM,Uganda,UGA,6,-,-,-
2020,Somalia,SOM,Yemen,YEM,1195,-,-,-
2020,Somalia,SOM,Zambia,ZMB,5,-,-,-
2020,Serbia and Kosovo: S/RES/1244 (1999),SRB,Montenegro,MNE,19,-,-,-
2020,South Sudan,SSD,Central African Rep.,CAF,3000,-,-,-
2020,South Sudan,SSD,Dem. Rep. of the Congo,COD,5000,-,-,-
2020,South Sudan,SSD,Ethiopia,ETH,14500,-,-,-
2020,South Sudan,SSD,Kenya,KEN,3000,-,-,-
2020,South Sudan,SSD,Sudan,SDN,22500,-,-,-
2020,South Sudan,SSD,Uganda,UGA,74000,-,-,-
2020,Sudan,SDN,Indonesia,IDN,5,-,-,-
2020,Sudan,SDN,Kenya,KEN,25,-,-,-
2020,Syrian Arab Rep.,SYR,Egypt,EGY,105,-,-,-
2020,Syrian Arab Rep.,SYR,Iraq,IRQ,8508,-,-,-
2020,Syrian Arab Rep.,SYR,Jordan,JOR,3794,-,-,-
2020,Syrian Arab Rep.,SYR,Lebanon,LBN,9351,-,-,-
2020,Syrian Arab Rep.,SYR,Türkiye,TUR,16805,-,-,-
2020,Togo,TGO,Gabon,GAB,5,-,-,-
2020,Zimbabwe,ZWE,Botswana,BWA,280,-,-,-
2020,Afghanistan,AFG,Australia,AUS,-,-,210,-
2020,Afghanistan,AFG,Canada,CAN,-,-,487,172
2020,Afghanistan,AFG,Finland,FIN,-,-,5,-
2020,Afghanistan,AFG,United Kingdom of Great Britain and Northern Ireland,GBR,-,-,16,-
2020,Afghanistan,AFG,Germany,DEU,-,-,38,-
2020,Afghanistan,AFG,New Zealand,NZL,-,-,32,-
2020,Afghanistan,AFG,Sweden,SWE,-,-,31,-
2020,Afghanistan,AFG,United States of America,USA,-,-,332,-
2020,Egypt,EGY,Australia,AUS,-,-,52,-
2020,Egypt,EGY,Canada,CAN,-,-,53,102
2020,Armenia,ARM,United States of America,USA,-,-,64,-
2020,Burundi,BDI,Australia,AUS,-,-,26,-
2020,Burundi,BDI,Canada,CAN,-,-,67,88
2020,Burundi,BDI,Finland,FIN,-,-,10,-
2020,Burundi,BDI,France,FRA,-,-,7,6
2020,Burundi,BDI,Sweden,SWE,-,-,97,-
2020,Burundi,BDI,United States of America,USA,-,-,35,-
2020,Bangladesh,BGD,United States of America,USA,-,-,5,-
2020,Bhutan,BTN,Australia,AUS,-,-,17,-
2020,Bhutan,BTN,United States of America,USA,-,-,8,-
2020,Central African Rep.,CAF,Australia,AUS,-,-,34,-
2020,Central African Rep.,CAF,Canada,CAN,-,-,92,7
2020,Central African Rep.,CAF,France,FRA,-,-,80,18
2020,Central African Rep.,CAF,Norway,NOR,-,-,9,-
2020,Central African Rep.,CAF,United States of America,USA,-,-,39,-
2020,Chad,TCD,Australia,AUS,-,-,8,-
2020,Cameroon,CMR,Australia,AUS,-,-,7,-
2020,Cameroon,CMR,Germany,DEU,-,-,8,-
2020,Cameroon,CMR,Sweden,SWE,-,-,5,-
2020,Dem. Rep. of the Congo,COD,Australia,AUS,-,-,133,-
2020,Dem. Rep. of the Congo,COD,Canada,CAN,-,-,261,153
2020,Dem. Rep. of the Congo,COD,Finland,FIN,-,-,245,-
2020,Dem. Rep. of the Congo,COD,France,FRA,-,-,82,185
2020,Dem. Rep. of the Congo,COD,Germany,DEU,-,-,11,-
2020,Dem. Rep. of the Congo,COD,Norway,NOR,-,-,277,-
2020,Dem. Rep. of the Congo,COD,New Zealand,NZL,-,-,9,-
2020,Dem. Rep. of the Congo,COD,Sweden,SWE,-,-,770,-
2020,Dem. Rep. of the Congo,COD,United States of America,USA,-,-,2364,-
2020,Colombia,COL,Australia,AUS,-,-,7,-
2020,Colombia,COL,Canada,CAN,-,-,52,200
2020,Colombia,COL,New Zealand,NZL,-,-,36,-
2020,Colombia,COL,United States of America,USA,-,-,170,-
2020,Cuba,CUB,United States of America,USA,-,-,6,-
2020,Djibouti,DJI,Germany,DEU,-,-,6,-
2020,Djibouti,DJI,United States of America,USA,-,-,5,-
2020,Eritrea,ERI,Australia,AUS,-,-,133,-
2020,Eritrea,ERI,Canada,CAN,-,-,1161,62
2020,Eritrea,ERI,Finland,FIN,-,-,36,-
2020,Eritrea,ERI,France,FRA,-,-,14,24
2020,Eritrea,ERI,United Kingdom of Great Britain and Northern Ireland,GBR,-,-,27,-
2020,Eritrea,ERI,Italy,ITA,-,-,83,-
2020,Eritrea,ERI,Luxembourg,LUX,-,-,5,-
2020,Eritrea,ERI,Netherlands (Kingdom of the),NLD,-,-,15,3140
2020,Eritrea,ERI,Norway,NOR,-,-,112,-
2020,Eritrea,ERI,New Zealand,NZL,-,-,33,-
2020,Eritrea,ERI,Spain,ESP,-,-,5,-
2020,Eritrea,ERI,Sweden,SWE,-,-,840,-
2020,Eritrea,ERI,Switzerland,CHE,-,-,26,-
2020,Eritrea,ERI,United States of America,USA,-,-,269,-
2020,Ethiopia,ETH,Australia,AUS,-,-,88,-
2020,Ethiopia,ETH,Canada,CAN,-,-,278,87
2020,Ethiopia,ETH,France,FRA,-,-,16,8
2020,Ethiopia,ETH,United Kingdom of Great Britain and Northern Ireland,GBR,-,-,6,-
2020,Ethiopia,ETH,Sweden,SWE,-,-,114,-
2020,Ethiopia,ETH,United States of America,USA,-,-,111,-
2020,Gambia,GMB,United States of America,USA,-,-,5,-
2020,Palestinian,PSE,Canada,CAN,-,-,62,29
2020,Palestinian,PSE,United Kingdom of Great Britain and Northern Ireland,GBR,-,-,8,-
2020,Palestinian,PSE,Germany,DEU,-,-,63,-
2020,Palestinian,PSE,Italy,ITA,-,-,14,-
2020,Palestinian,PSE,New Zealand,NZL,-,-,16,-
2020,Palestinian,PSE,United States of America,USA,-,-,6,-
2020,Guatemala,GTM,Australia,AUS,-,-,15,-
2020,Guatemala,GTM,Canada,CAN,-,-,5,35
2020,Guatemala,GTM,United States of America,USA,-,-,212,-
2020,Honduras,HND,Australia,AUS,-,-,18,-
2020,Honduras,HND,Canada,CAN,-,-,23,75
2020,Honduras,HND,United States of America,USA,-,-,116,-
2020,Cote d'Ivoire,CIV,France,FRA,-,-,6,48
2020,Cote d'Ivoire,CIV,United States of America,USA,-,-,5,-
2020,India,IND,Australia,AUS,-,-,27,-
2020,Indonesia,IDN,Australia,AUS,-,-,7,-
2020,Iran (Islamic Rep. of),IRN,Australia,AUS,-,-,66,-
2020,Iran (Islamic Rep. of),IRN,Canada,CAN,-,-,182,99
2020,Iran (Islamic Rep. of),IRN,Sweden,SWE,-,-,5,-
2020,Iran (Islamic Rep. of),IRN,United States of America,USA,-,-,141,-
2020,Iraq,IRQ,Australia,AUS,-,-,1814,-
2020,Iraq,IRQ,Canada,CAN,-,-,1272,152
2020,Iraq,IRQ,United Kingdom of Great Britain and Northern Ireland,GBR,-,-,17,-
2020,Iraq,IRQ,Netherlands (Kingdom of the),NLD,-,-,5,1276
2020,Iraq,IRQ,New Zealand,NZL,-,-,9,-
2020,Iraq,IRQ,Portugal,PRT,-,-,89,-
2020,Iraq,IRQ,Sweden,SWE,-,-,5,-
2020,Iraq,IRQ,United States of America,USA,-,-,566,-
2020,Jordan,JOR,Australia,AUS,-,-,51,-
2020,Jordan,JOR,Canada,CAN,-,-,7,16
2020,Kazakhstan,KAZ,United States of America,USA,-,-,47,-
2020,Kenya,KEN,Australia,AUS,-,-,24,-
2020,Kuwait,KWT,Germany,DEU,-,-,6,-
2020,Liberia,LBR,Canada,CAN,-,-,5,8
2020,Liberia,LBR,United States of America,USA,-,-,6,-
2020,Lebanon,LBN,Australia,AUS,-,-,28,-
2020,Lebanon,LBN,Canada,CAN,-,-,21,50
2020,Lebanon,LBN,Germany,DEU,-,-,7,-
2020,Sri Lanka,LKA,Canada,CAN,-,-,19,239
2020,Sri Lanka,LKA,United States of America,USA,-,-,40,-
2020,Rep. of Moldova,MDA,United States of America,USA,-,-,172,-
2020,Mexico,MEX,Canada,CAN,-,-,5,156
2020,Mali,MLI,Canada,CAN,-,-,17,11
